claim_id,claim_text_or_token,value,source_file_and_field,evidence_date,evidence_role,page_audience,status,action
data:e19_current_evidence.temporary_memory.policy.current_default_temporary_limit,e19_current_evidence.temporary_memory.policy.current_default_temporary_limit,,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.temporary_memory.policy.proposed_benchmark_remote_mib,e19_current_evidence.temporary_memory.policy.proposed_benchmark_remote_mib,16,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.temporary_memory.policy.proposed_direct_mib,e19_current_evidence.temporary_memory.policy.proposed_direct_mib,64,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.provenance_consolidation.duplicate_helpers_before,e19_current_evidence.provenance_consolidation.duplicate_helpers_before,3,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.provenance_consolidation.streaming_helpers_after,e19_current_evidence.provenance_consolidation.streaming_helpers_after,1,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.provenance_consolidation.smoke_ratio,e19_current_evidence.provenance_consolidation.smoke_ratio,1.0402276549828073,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.provenance_consolidation.exact_mismatches,e19_current_evidence.provenance_consolidation.exact_mismatches,0,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.provenance_consolidation.ratio_gate_pass,e19_current_evidence.provenance_consolidation.ratio_gate_pass,False,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.provenance_consolidation.event_gate_pass,e19_current_evidence.provenance_consolidation.event_gate_pass,False,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.validation.focused.total,e19_current_evidence.validation.focused.total,84,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.validation.focused.testcases,e19_current_evidence.validation.focused.testcases,84,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.validation.focused.subtests,e19_current_evidence.validation.focused.subtests,0,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
